true_sentiment,title
Negative,AUDUSD Price Analysis Bears lurking in resistance eyes on 06550s
Positive,EURUSD Price analysis Bulls eye an upside continuation towards 11070
Positive,GBPUSD bulls attack 11month top below 12600 with eyes on Fed US NFP
Negative,AUDUSD stays bearish near 06600 amid China First Republic inflicted fears ahead of RBA Fed
Negative,EURUSD drops towards 11000 as ECB hawks retreat First Bank roils the mood US NFP Fed eyed
Positive,Breaking USDJPY rallies sharply to fresh highs eyes on 13700
Positive,Nikkei average rallies to highest since August 2022
Positive,GBPUSD eyes 12600 despite consistent US consumer spending support Fed rate hike
Negative,AUDUSD Price Analysis Bears eye a break of 06607
Negative,EURUSD Price Analysis Bears eye 10960 as US Dollar cheers pre Fed ECB anxiety
Positive,USDJPY Price Analysis Overbought RSI 200DMA prod BoJled rise at two month high
Positive,AUDUSD aims to surpass 06640 ahead of FedRBA policy US ISM PMI in focus
Negative,GBPUSD Price Analysis Testing breakout of a rising channel pattern below 12550
Positive,EURUSD gauges cushion around 11000 as investors anticipate bumper rate hike from ECB
Positive,USDJPY extends BoJ inspired rally to refresh seven week top near 13700 despite sluggish yields
Neutral,AUDUSD steady climbs closer to mid06600s upside potential seems limited
Negative,GBPUSD drops to fresh daily low amid stronger USD holds above 12500 mark
Neutral,USDJPY stalls intraday positive move near 200 DMA still well bid above mid13600s
Positive,US Dollar firm as First Republic gets closure – BBH
Neutral,GBPUSD bounces off daily low holds steady around mid12500s ahead of US ISM PMI
Positive,EURUSD extends higher in early US  trading
Neutral,USDJPY rally continues: Analyzing key levels and resistance
Positive,USDJPY extends above its 200 day moving average
Negative,GBPUSD trades to a new session low after stronger ISM data
Negative,EURUSD falls as ISM Manufacturing PMI improves boosting USD on Fed tightening speculation
Positive,USDJPY Price Analysis Surges past 13700 with buyers eyeing a new YTD high around 13800
Negative,EURUSD skims the lows from last week
Positive,GBPUSD Price Analysis Bulls about to make another move 12450 is key
Neutral,AUDUSD remains resilient despite facing USD strength
Negative,AUDUSD retracing gains after run higher today fails on break of MA target
Negative,Forex Today US Dollar strengthens ahead of Fed
Negative,EURUSD eyes more weakness below 10960 as focus shifts to FedECB policy
Neutral,AUDUSD eases towards 06600 with eyes on RBA Interest Rate Decision
Neutral,GBPUSD juggles below 12500 as investors await Fed’s rate policy and US ADP job data
Negative,USDJPY traces yields’ retreat to ease from twomonth high towards 13700 amid US debt ceiling woes
Negative,EURUSD Price Analysis Bears eye a break of critical support while below 11000
Negative,AUDUSD Price Analysis Well set for further downside past 06650 on RBA Day
Negative,GBPUSD Price Analysis Bears could be about to make their moves
Positive,EURUSD set to take 11000 amid US default woes and hawkish ECB bets Eurozone CPI eyed
Neutral,When is the RBA Interest Rate Decision and how could it affect AUDUSD
Neutral,Japan Economy Minister Goto US regulators financial institutions need to respond to liquidity risks
Positive,Breaking RBA surprises markets with rate hike to 385 in May AUDUSD rallies
Positive,AUDUSD soars above 06680 as RBA surprisingly elevates interest rate by 25 bps to 385
Positive,RBA Board expects that some further tightening of monetary policy may be needed
Negative,EURUSD Upside momentum lost traction – UOB
Neutral,GBPUSD now looks at 12440 – UOB
Neutral,GBPUSD stays defensive near 12500 amid US default woes mixed UK inflation signals
Positive,EURUSD approaches 11000 as USD Index retreats ahead of Eurozone Inflation and ECBFed policy
Positive,USDJPY Price Analysis Further upside hinges on daily close beyond 13780
Positive,Forex Today Aussie jumps on unexpected RBA hike eyes on EU inflation data
Positive,USDJPY Next on the upside comes 13790 – UOB
Neutral,ECB 38 of Eurozone banks report fall in demand for credit in Q1 2023
Negative,EURUSD comes under pressure near 10960 ahead of key EMU CPI
Neutral,GBPUSD trades with modest losses below 12500 mark downside potential seems limited
Positive,AUDUSD eases from over oneweek high still well bid just below 06700 mark
Positive,RBAs Lowe We will do what is necessary to bring inflation back to target
Negative,Pound Sterling pulls back after US bank rescue seals Fed rate hike
Neutral,USDJPY consolidates its recent gains to nearly twomonth high trades below mid13700s
Negative,EURUSD Price Analysis Extra losses could revisit 10909
Neutral,The RBA surprises with a 25 bp hike. What next for the AUDUSD?
Positive,EURUSD rebounds above 10970 from weekly lows after US data
Neutral,AUDUSD retraces back to its 200 hour moving average
Negative,USDJPY drops sharply from sevenweek highs toward 13600 as Wall Street tumbles
Negative,GBPUSD under pressure on US debt ceiling woes ahead of the Fed’s decision
Negative,AUDUSD Forecast Upside limited after being unable to hold above 06700
Positive,AUDUSD Bulls lurking in key H4 support ahead of Fed
Positive,Forex Today Dollar weakens ahead of Fed decision
Positive,EURUSD aims stability above 11000 as mixed Eurozone CPI supports mega rate hike from ECB
Negative,AUDUSD pares RBA-inspired gains below 06700 ahead of Australia Retail Sales Fed
Neutral,GBPUSD Price Analysis To remain inside the woods till the release of Fed’s interest rate policy
Neutral,EURUSD Price Analysis Euro bulls struggle within small range near 11000 amid preFed anxiety
Neutral,When is Australia Retail Sales and how could it affect AUDUSD
Positive,Aussie Retail Sales beats at 04 vs 02
Negative,AUDUSD remains confined below 06670 despite upbeat Australian Retail Sales data
Positive,GBPUSD nears 12500 as doubts over Feds role in banking turmoil weigh on US Dollar
Negative,USDJPY Price Analysis Set for further downside past 13600 as Fed decision looms
Positive,EURUSD bulls approach 11055 even as banking woes mixed inflation prod Fed ECB hawks
Positive,AUDUSD Price Analysis Bullish above 06650 amid firmer Aussie Retail Sales preFed USD fall
Positive,RBA’s Kohler Tight labor market demand for services to fuel domestic inflationary pressures
Negative,EURUSD Upside momentum looks mitigated – UOB
Negative,GBPUSD faces extra consolidation near term – UOB
Neutral,EURUSD Price Analysis Tests trendline breakout above 11000 ahead of FedECB policy
Neutral,Fed Preview Three scenarios and their implications for EURUSD and USDJPY – TDS
Neutral,Fed Preview No talk of eventual rate cuts not enough to feed the EURUSD bull story  – ING
Neutral,GBPUSD Price Analysis Fades bounce off 100SMA but bullish bias remains intact beyond 12400
Negative,USDJPY slides below 13600 fresh weekly low amid reviving safehaven demand weaker USD
Negative,Risks in EURUSD are pointing to the downside – Commerzbank
Negative,GBPUSD Unlikely to test last week’s highs of 12580 again very soon – ING
Positive,AUDUSD Further upside likely while above 06610 – UOB
Neutral,GBPUSD Technical Analysis - Upside Momentum Capped
Neutral,AUDUSD struggles for a firm direction flatlines above mid06600s ahead of FOMC
Positive,USDJPY Still scope for a potential move to 13700 – UOB
Negative,EURUSD Failure to reclaim the 11070 hurdle can take the pair gradually lower –  SocGen
Neutral,EURUSD Technical Analysis
Positive,EURUSD climbs to weekly highs past 11040 focus remains on Fed
Positive,AUDUSD Positioned to grind higher into the end of the year – Rabobank
Positive,GBPUSD to inch higher gradually towards 12610 12670 – SocGen
Negative,EURUSD to pull back to the 10900 mark as a result of combined effect of the FOMC and the ECB impact – ING
Positive,GBPUSD sticks to gains above 12500 amid weaker USD traders keenly await FOMC decision
Neutral,USDJPY Pullback to find support at the 1352013460 area – SocGen
Neutral,When is the US ADP employment report and how could it affect EURUSD
Neutral,AUDUSD Technical Analysis
Positive,Pound Sterling back above 12500 in run up to Fed Interest Rate Decision
Negative,GBPUSD The trend traditionally turns bearish in May – SocGen
Positive,EURUSD Price Analysis Bulls retarget the 2023 high near 11100
Neutral,When is the US ISM Services PMI and how could it affect EURUSD
Positive,EURUSD set to grind higher and reach the 112 area – Scotiabank
Positive,GBPUSD Potential for gains to extend to 127128 – Scotiabank
Negative,AUDUSD steps down and closer to the converging hourly moving averages
Negative,USDJPY ticks to a new low as price tests swing area
Negative,EURUSD could move back to 106 in the second half of this year – Rabobank
Positive,EURUSD trades to a new session high
Negative,USDJPY plunges more than 1 below 13600 amidst the uncertainty of the FOMC’s decision
Positive,EURUSD rebounds after hitting weekly low ahead of Fed and ECB policy decisions
Positive,GBPUSD Price Analysis Bulls in the market moments before the Fed
Positive,EURUSD jumps toward 11100 as the Fed raises rates as expected
Neutral,USDJPY seesaws around 13530 on Fed’s hike as it opens the door for a pause
Positive,AUDUSD hits fresh daily highs above 06700 after FOMC
Positive,GBPUSD stays positive at around 12550s after Fed’s rate hike
Negative,EURUSD bears could be lurking up high in the peak formations
Positive,Forex Today Dollar slides as Fed delivers as expected
Negative,AUDUSD pares Fed RBA inspired rise near 06650 Australia trade numbers China PMI eyed
Positive,GBPUSD marches towards 12600 as Fed sets to pause policy tightening spell
Negative,EURUSD Price Analysis Bearish RSI divergence prods Euro bulls below 11100 ahead of ECB
Positive,USDJPY finds intermediate support around 13440 as focus shifts to US NFP
Negative,AUDUSD Price Analysis Bears are in the market again eyeing a move to 06620
Neutral,GBPUSD Price Analysis Cable buyers run out of steam below 12595 hurdle
Neutral,Aussie Trade Balance 15269m forecast 13000m previous 13870m
Negative,Caixin China Manufacturing PMI 495 vs expected 503 weighs on AUDUSD outlook
Positive,AUDUSD soars above 06670 on upbeat Aussie Trade Balance data Caixin Manufacturing PMI slips
Negative,USDJPY Price Analysis Bears keep the reins near 13450 further downside appears limited
Positive,EURUSD bulls cheer Fed’s hesitance near 11110 hurdle despite banking crisis ECB eyed
Positive,AUDUSD Price Analysis Bulls attack 06710 resistance as upbeat Australia trade data joins dovish Fed
Positive,EURUSD approaches 11100 as Fed chooses neutral guidance ECB policy highs limelight
Neutral,ECB Preview Three scenarios and their implications for EURUSD – TDS
Negative,USDJPY may have more room to run to the downside – TDS
Neutral,GBPUSD eases from multi month top amid modest USD bounce downside seems limited
Positive,EURUSD Any setback should remain limited – Commerzbank
Negative,EURUSD fades the earlier advance to 11090 ahead of ECB
Positive,GBPUSD could trade up to 126502750– ING
Neutral,USDJPY recovers modest intraday losses to weekly low lacks follow through
Neutral,USDJPY Technical Analysis
Negative,EURUSD to head lower towards 106 in six months – Danske Bank
Neutral,AUDUSD flatlines above mid06600s amid modest USD bounce downside remains cushioned
Positive,EURUSD to accelerate through 111 – SocGen
Neutral,There is a risk that the hawkish ECB sends EURUSD through 11100 – ING
Neutral,EURUSD to test key resistance at 1112011200 in the nearterm – TDS
Neutral,When is the European Central Bank ECB rate decision and how could it affect EURUSD
Positive,EURUSD to inch gradually higher on robust Eurozone data – SocGen
Positive,ECB Strongly hawkish message needed to push EURUSD through 111 – Scotiabank
Positive,EURUSD Price Analysis The 11100 barrier is just around the corner
Positive,EURUSD Scope for one final leg higher to 1118511275 – Credit Suisse
Neutral,EURUSD recedes to 11040 postECB now looks at Lagarde
Neutral,US Weekly Initial Jobless Claims increase to 242K vs 240K expected
Neutral,US Unit Labor Costs rise 63 in Q1 vs 55 expected
Neutral,EURUSD meets solid support around 11000 on Lagardes comments
Positive,GBPUSD Topside pressure continues to develop towards 127128 – Scotiabank
Positive,GBPUSD holds steady near its highest level since June 2022 above mid12500s
Negative,EURCHF to break below the 097 level – Credit Suisse
Neutral,EURUSD Shortterm dips likely supported near 10950 – TDS
Positive,GBPUSD Looking for an eventual final leg higher to test 1266812758 – Credit Suisse
